Abs,H,S,L,IndexHSL,Day,CPC
2.074,0.4,0.107142857,0.575757576,0.413627816,0.2,0.2875
2.074,0.428571429,0.142857143,0.606060606,0.437326667,0.2,0.2875
2.074,0.285714286,0.071428571,0.606060606,0.309058798,0.2,0.2875
2.074,0.457142857,0.178571429,0.484848485,0.464348491,0.2,0.2875
2.074,0.4,0.071428571,0.575757576,0.414629451,0.2,0.2875
2.074,0.428571429,0.035714286,0.636363636,0.448983578,0.2,0.2875
2.074,0.4,0.107142857,0.575757576,0.407830051,0.2,0.2875
2.074,0.4,0.142857143,0.606060606,0.396597231,0.2,0.2875
2.074,0.4,0.142857143,0.606060606,0.423384689,0.2,0.2875
2.074,0.371428571,0.142857143,0.606060606,0.392275413,0.2,0.2875
2.074,0.428571429,0.107142857,0.606060606,0.444382753,0.2,0.2875
2.074,0.4,0.107142857,0.606060606,0.407118584,0.2,0.2875
2.074,0.4,0.107142857,0.606060606,0.411831011,0.2,0.2875
2.074,0.371428571,0.107142857,0.606060606,0.389666698,0.2,0.2875
2.074,0.457142857,0.178571429,0.515151515,0.460241508,0.2,0.2875
2.074,0.314285714,0.107142857,0.666666667,0.320322309,0.2,0.2875
2.074,0.371428571,0.142857143,0.666666667,0.376835168,0.2,0.2875
2.074,0.314285714,0.142857143,0.636363636,0.337422645,0.2,0.2875
2.074,0.457142857,0.142857143,0.666666667,0.465785377,0.2,0.2875
2.074,0.485714286,0.142857143,0.606060606,0.489280553,0.2,0.2875
2.074,0.428571429,0.142857143,0.636363636,0.427469351,0.2,0.2875
2.074,0.342857143,0.107142857,0.636363636,0.349057235,0.2,0.2875
2.074,0.4,0.142857143,0.606060606,0.401694688,0.2,0.2875
2.074,0.4,0.142857143,0.636363636,0.42222402,0.2,0.2875
2.074,0.371428571,0.178571429,0.636363636,0.390213552,0.2,0.2875
1.932,0.314285714,0.107142857,0.606060606,0.312669148,0.2,0.3559
1.932,0.285714286,0.178571429,0.636363636,0.298967116,0.2,0.3559
1.932,0.285714286,0.142857143,0.545454545,0.293797117,0.2,0.3559
1.932,0.142857143,0.071428571,0.666666667,0.141012907,0.2,0.3559
1.932,0.4,0.107142857,0.666666667,0.420823405,0.2,0.3559
1.932,0.342857143,0.107142857,0.636363636,0.355700391,0.2,0.3559
1.932,0.371428571,0.142857143,0.606060606,0.386025657,0.2,0.3559
1.932,0.285714286,0.142857143,0.575757576,0.283214383,0.2,0.3559
1.932,0.285714286,0.107142857,0.606060606,0.292109125,0.2,0.3559
1.932,0.228571429,0.107142857,0.636363636,0.252096737,0.2,0.3559
1.932,0.114285714,0.107142857,0.575757576,0.138856183,0.2,0.3559
1.932,0.257142857,0.142857143,0.606060606,0.277910461,0.2,0.3559
1.932,0.314285714,0.107142857,0.636363636,0.335302192,0.2,0.3559
1.932,0.314285714,0.142857143,0.606060606,0.310180406,0.2,0.3559
1.932,0.314285714,0.107142857,0.636363636,0.31114856,0.2,0.3559
1.932,0.257142857,0.107142857,0.636363636,0.281105091,0.2,0.3559
1.932,0.257142857,0.107142857,0.666666667,0.268789724,0.2,0.3559
1.932,0.2,0.107142857,0.666666667,0.220024887,0.2,0.3559
1.932,0.257142857,0.107142857,0.636363636,0.264540448,0.2,0.3559
1.932,0.371428571,0.142857143,0.606060606,0.367150837,0.2,0.3559
1.932,0.2,0.107142857,0.575757576,0.206573962,0.2,0.3559
1.932,0.342857143,0.142857143,0.636363636,0.339138538,0.2,0.3559
1.932,0.257142857,0.107142857,0.666666667,0.275385448,0.2,0.3559
1.932,0.342857143,0.142857143,0.606060606,0.346102552,0.2,0.3559
1.932,0.257142857,0.107142857,0.606060606,0.259091442,0.2,0.3559
1.932,0.314285714,0.142857143,0.636363636,0.334085722,0.2,0.3559
1.932,0.342857143,0.142857143,0.575757576,0.366057129,0.2,0.3559
1.932,0.314285714,0.142857143,0.666666667,0.334032711,0.2,0.3559
1.932,0.342857143,0.142857143,0.696969697,0.361464675,0.2,0.3559
1.932,0.228571429,0.142857143,0.484848485,0.24580234,0.2,0.3559
1.932,0.257142857,0.142857143,0.545454545,0.272028994,0.2,0.3559
1.932,0.342857143,0.142857143,0.606060606,0.34363055,0.2,0.3559
1.932,0.285714286,0.178571429,0.606060606,0.297932,0.2,0.3559
1.932,0.314285714,0.142857143,0.606060606,0.312099974,0.2,0.3559
1.932,0.314285714,0.071428571,0.545454545,0.316798451,0.2,0.3559
1.932,0.2,0.107142857,0.606060606,0.209908095,0.2,0.3559
1.932,0.371428571,0.142857143,0.606060606,0.383801972,0.2,0.3559
1.932,0.314285714,0.142857143,0.606060606,0.329426306,0.2,0.3559
1.932,0.285714286,0.107142857,0.606060606,0.290527156,0.2,0.3559
1.932,0.314285714,0.107142857,0.606060606,0.328366079,0.2,0.3559
1.932,0.285714286,0.107142857,0.575757576,0.294327231,0.2,0.3559
1.932,0.285714286,0.142857143,0.545454545,0.281685425,0.2,0.3559
1.932,0.2,0.142857143,0.545454545,0.204269364,0.2,0.3559
1.932,0.314285714,0.178571429,0.606060606,0.326558114,0.2,0.3559
1.932,0.285714286,0.107142857,0.666666667,0.284648479,0.2,0.3559
1.932,0.371428571,0.142857143,0.636363636,0.372605423,0.2,0.3559
1.932,0.314285714,0.071428571,0.696969697,0.333335193,0.2,0.3559
1.932,0.314285714,0.142857143,0.636363636,0.320738029,0.2,0.3559
1.932,0.4,0.178571429,0.636363636,0.417483692,0.2,0.3559
1.932,0.285714286,0.107142857,0.666666667,0.307479619,0.2,0.3559
1.932,0.228571429,0.107142857,0.606060606,0.248734703,0.2,0.3559
1.932,0.342857143,0.142857143,0.575757576,0.339437076,0.2,0.3559
1.932,0.285714286,0.142857143,0.636363636,0.304962976,0.2,0.3559
1.932,0.114285714,0.142857143,0.545454545,0.131384377,0.2,0.3559
1.932,0.285714286,0.178571429,0.575757576,0.307412657,0.2,0.3559
1.932,0.4,0.142857143,0.636363636,0.419316768,0.2,0.3559
1.932,0.314285714,0.142857143,0.636363636,0.310225047,0.2,0.3559
1.932,0.285714286,0.107142857,0.606060606,0.304706289,0.2,0.3559
1.932,0.314285714,0.142857143,0.636363636,0.322158175,0.2,0.3559
1.932,0.342857143,0.142857143,0.606060606,0.358565793,0.2,0.3559
1.932,0.314285714,0.142857143,0.636363636,0.321907068,0.2,0.3559
1.932,0.314285714,0.107142857,0.666666667,0.319409956,0.2,0.3559
1.932,0.257142857,0.107142857,0.636363636,0.280432684,0.2,0.3559
1.932,0.228571429,0.107142857,0.636363636,0.225535275,0.2,0.3559
1.932,0.285714286,0.107142857,0.666666667,0.299435848,0.2,0.3559
1.932,0.314285714,0.107142857,0.666666667,0.321455077,0.2,0.3559
1.932,0.285714286,0.107142857,0.606060606,0.292801062,0.2,0.3559
1.932,0.314285714,0.107142857,0.575757576,0.314560815,0.2,0.3559
1.932,0.257142857,0.107142857,0.636363636,0.279933262,0.2,0.3559
1.932,0.285714286,0.107142857,0.545454545,0.28989102,0.2,0.3559
1.932,0.314285714,0.178571429,0.484848485,0.317197431,0.2,0.3559
1.932,0.228571429,0.142857143,0.515151515,0.24619853,0.2,0.3559
1.932,0.257142857,0.107142857,0.636363636,0.270022934,0.2,0.3559
1.932,0.228571429,0.142857143,0.636363636,0.239932034,0.2,0.3559
1.932,0.2,0.071428571,0.575757576,0.202648334,0.2,0.3559
1.932,0.371428571,0.142857143,0.606060606,0.387300719,0.2,0.3559
1.932,0.428571429,0.142857143,0.575757576,0.42702573,0.2,0.3559
1.932,0.342857143,0.107142857,0.636363636,0.352232335,0.2,0.3559
1.932,0.342857143,0.142857143,0.575757576,0.338452181,0.2,0.3559
1.932,0.314285714,0.142857143,0.606060606,0.313503379,0.2,0.3559
1.932,0.285714286,0.142857143,0.545454545,0.286023983,0.2,0.3559
1.932,0.314285714,0.107142857,0.575757576,0.337087837,0.2,0.3559
1.932,0.314285714,0.178571429,0.575757576,0.33157745,0.2,0.3559
1.932,0.2,0.071428571,0.666666667,0.20689203,0.2,0.3559
1.932,0.285714286,0.142857143,0.636363636,0.284433644,0.2,0.3559
1.932,0.228571429,0.071428571,0.606060606,0.250838416,0.2,0.3559
1.932,0.371428571,0.142857143,0.606060606,0.382373456,0.2,0.3559
1.932,0.371428571,0.178571429,0.545454545,0.39055115,0.2,0.3559
1.932,0.371428571,0.107142857,0.636363636,0.376670554,0.2,0.3559
1.932,0.228571429,0.071428571,0.606060606,0.247844671,0.2,0.3559
1.932,0.285714286,0.142857143,0.636363636,0.304360321,0.2,0.3559
1.932,0.457142857,0.178571429,0.575757576,0.469476639,0.2,0.3559
1.932,0.4,0.142857143,0.575757576,0.413491102,0.2,0.3559
1.932,0.371428571,0.142857143,0.636363636,0.375244829,0.2,0.3559
1.932,0.314285714,0.178571429,0.515151515,0.328714838,0.2,0.3559
1.932,0.257142857,0.142857143,0.545454545,0.257780109,0.2,0.3559
1.932,0.342857143,0.464285714,0.333333333,0.347952368,0.2,0.3559
1.932,0.257142857,0.142857143,0.575757576,0.253533623,0.2,0.3559
1.932,0.257142857,0.142857143,0.606060606,0.267299826,0.2,0.3559
1.932,0.314285714,0.178571429,0.515151515,0.310453833,0.2,0.3559
1.932,0.285714286,0.107142857,0.515151515,0.284718231,0.2,0.3559
1.932,0.314285714,0.107142857,0.515151515,0.318891003,0.2,0.3559
1.932,0.314285714,0.107142857,0.606060606,0.33401039,0.2,0.3559
1.932,0.285714286,0.107142857,0.575757576,0.29108238,0.2,0.3559
1.932,0.342857143,0.071428571,0.636363636,0.348951213,0.2,0.3559
1.932,0.371428571,0.107142857,0.545454545,0.373434073,0.2,0.3559
1.932,0.342857143,0.107142857,0.575757576,0.360217514,0.2,0.3559
1.932,0.228571429,0.107142857,0.545454545,0.239859492,0.2,0.3559
1.932,0.342857143,0.107142857,0.575757576,0.364528171,0.2,0.3559
1.932,0.314285714,0.142857143,0.515151515,0.327344914,0.2,0.3559
1.932,0.314285714,0.107142857,0.545454545,0.332314028,0.2,0.3559
1.932,0.342857143,0.107142857,0.515151515,0.347927257,0.2,0.3559
1.932,0.314285714,0.107142857,0.545454545,0.322629696,0.2,0.3559
1.932,0.428571429,0.071428571,0.545454545,0.439706596,0.2,0.3559
1.932,0.428571429,0.107142857,0.515151515,0.433693996,0.2,0.3559
1.932,0.314285714,0.071428571,0.575757576,0.319767085,0.2,0.3559
1.932,0.342857143,0.107142857,0.545454545,0.345725892,0.2,0.3559
1.932,0.285714286,0.107142857,0.575757576,0.287753827,0.2,0.3559
1.932,0.257142857,0.071428571,0.606060606,0.258469256,0.2,0.3559
1.932,0.371428571,0.142857143,0.515151515,0.379415983,0.2,0.3559
1.932,0.342857143,0.142857143,0.545454545,0.357047995,0.2,0.3559
1.932,0.314285714,0.107142857,0.606060606,0.337258031,0.2,0.3559
1.932,0.428571429,0.107142857,0.606060606,0.44064406,0.2,0.3559
1.932,0.428571429,0.071428571,0.545454545,0.445677345,0.2,0.3559
1.932,0.342857143,0.142857143,0.545454545,0.352913112,0.2,0.3559
1.932,0.4,0.107142857,0.575757576,0.406736344,0.2,0.3559
1.932,0.371428571,0.107142857,0.545454545,0.394387496,0.2,0.3559
1.932,0.4,0.142857143,0.545454545,0.416702473,0.2,0.3559
1.932,0.371428571,0.107142857,0.666666667,0.372867689,0.2,0.3559
1.932,0.342857143,0.071428571,0.515151515,0.364106871,0.2,0.3559
1.932,0.285714286,0.178571429,0.424242424,0.302605367,0.2,0.3559
1.932,0.285714286,0.142857143,0.606060606,0.283192063,0.2,0.3559
1.932,0.314285714,0.071428571,0.606060606,0.332221956,0.2,0.3559
1.932,0.342857143,0.071428571,0.575757576,0.364438889,0.2,0.3559
1.932,0.314285714,0.107142857,0.636363636,0.32158342,0.2,0.3559
1.932,0.428571429,0.071428571,0.606060606,0.451941051,0.2,0.3559
1.932,0.257142857,0.142857143,0.515151515,0.265385839,0.2,0.3559
1.932,0.285714286,0.142857143,0.515151515,0.308115754,0.2,0.3559
1.932,0.4,0.107142857,0.545454545,0.407235766,0.2,0.3559
1.932,0.285714286,0.107142857,0.545454545,0.307058318,0.2,0.3559
1.932,0.342857143,0.107142857,0.545454545,0.359313531,0.2,0.3559
1.932,0.371428571,0.142857143,0.545454545,0.38293705,0.2,0.3559
1.932,0.314285714,0.178571429,0.575757576,0.334950644,0.2,0.3559
1.932,0.342857143,0.178571429,0.515151515,0.366238484,0.2,0.3559
1.932,0.314285714,0.107142857,0.636363636,0.319931699,0.2,0.3559
1.932,0.371428571,0.107142857,0.575757576,0.372354317,0.2,0.3559
1.932,0.371428571,0.107142857,0.575757576,0.372770037,0.2,0.3559
1.932,0.457142857,0.071428571,0.636363636,0.475277193,0.2,0.3559
1.932,0.342857143,0.107142857,0.636363636,0.354902431,0.2,0.3559
1.932,0.371428571,0.107142857,0.575757576,0.387565776,0.2,0.3559
1.932,0.4,0.142857143,0.515151515,0.400277333,0.2,0.3559
1.932,0.228571429,0.142857143,0.484848485,0.233950125,0.2,0.3559
1.932,0.342857143,0.071428571,0.606060606,0.350128622,0.2,0.3559
1.932,0.314285714,0.142857143,0.575757576,0.310043692,0.2,0.3559
1.932,0.428571429,0.142857143,0.484848485,0.451784808,0.2,0.3559
1.932,0.428571429,0.142857143,0.545454545,0.439608944,0.2,0.3559
1.932,0.342857143,0.142857143,0.515151515,0.354497871,0.2,0.3559
1.932,0.371428571,0.107142857,0.515151515,0.384069819,0.2,0.3559
1.932,0.371428571,0.142857143,0.545454545,0.37489049,0.2,0.3559
1.932,0.314285714,0.142857143,0.545454545,0.332883202,0.2,0.3559
1.932,0.2,0.107142857,0.575757576,0.222982361,0.2,0.3559
1.932,0.342857143,0.107142857,0.606060606,0.364357977,0.2,0.3559
1.932,0.342857143,0.071428571,0.575757576,0.349492486,0.2,0.3559
1.932,0.342857143,0.107142857,0.606060606,0.35206493,0.2,0.3559
1.932,0.314285714,0.071428571,0.545454545,0.33601645,0.2,0.3559
1.932,0.342857143,0.071428571,0.666666667,0.365898095,0.2,0.3559
1.932,0.285714286,0.071428571,0.575757576,0.283099991,0.2,0.3559
1.932,0.314285714,0.107142857,0.575757576,0.33077949,0.2,0.3559
1.932,0.371428571,0.178571429,0.484848485,0.382671994,0.2,0.3559
1.932,0.342857143,0.071428571,0.575757576,0.358119381,0.2,0.3559
1.932,0.342857143,0.142857143,0.454545455,0.358576953,0.2,0.3559
1.932,0.285714286,0.142857143,0.393939394,0.286478765,0.2,0.3559
1.932,0.342857143,0.107142857,0.515151515,0.359079165,0.2,0.3559
1.932,0.285714286,0.107142857,0.545454545,0.300205907,0.2,0.3559
1.932,0.257142857,0.107142857,0.545454545,0.258187459,0.2,0.3559
1.932,0.2,0.107142857,0.515151515,0.208016428,0.2,0.3559
1.932,0.314285714,0.107142857,0.484848485,0.326605546,0.2,0.3559
1.932,0.371428571,0.142857143,0.545454545,0.394061058,0.2,0.3559
1.932,0.314285714,0.107142857,0.575757576,0.311871188,0.2,0.3559
1.932,0.314285714,0.178571429,0.484848485,0.311809807,0.2,0.3559
1.932,0.314285714,0.142857143,0.515151515,0.327038006,0.2,0.3559
1.932,0.428571429,0.107142857,0.515151515,0.427195924,0.2,0.3559
1.932,0.342857143,0.107142857,0.545454545,0.338477292,0.2,0.3559
1.932,0.4,0.107142857,0.636363636,0.401186896,0.2,0.3559
1.932,0.371428571,0.107142857,0.545454545,0.367471695,0.2,0.3559
1.932,0.342857143,0.142857143,0.545454545,0.353948227,0.2,0.3559
1.932,0.371428571,0.142857143,0.545454545,0.374946291,0.2,0.3559
1.932,0.4,0.107142857,0.575757576,0.413069802,0.2,0.3559
1.932,0.371428571,0.071428571,0.545454545,0.383824293,0.2,0.3559
1.932,0.314285714,0.142857143,0.515151515,0.335935538,0.2,0.3559
1.932,0.457142857,0.142857143,0.484848485,0.453696005,0.2,0.3559
1.932,0.314285714,0.107142857,0.575757576,0.328698098,0.2,0.3559
1.932,0.4,0.178571429,0.484848485,0.40859732,0.2,0.3559
1.932,0.257142857,0.107142857,0.606060606,0.274302901,0.2,0.3559
1.932,0.342857143,0.107142857,0.545454545,0.362226364,0.2,0.3559
1.932,0.314285714,0.178571429,0.454545455,0.335051086,0.2,0.3559
1.932,0.457142857,0.107142857,0.575757576,0.472568036,0.2,0.3559
1.932,0.314285714,0.107142857,0.575757576,0.330667887,0.2,0.3559
1.932,0.285714286,0.142857143,0.545454545,0.307959511,0.2,0.3559
1.932,0.228571429,0.107142857,0.545454545,0.23975905,0.2,0.3559
2.045,0.257142857,0.107142857,0.636363636,0.274325222,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.310121814,0.2,0.2857
2.045,0.342857143,0.142857143,0.666666667,0.356431389,0.2,0.2857
2.045,0.314285714,0.107142857,0.666666667,0.321363005,0.2,0.2857
2.045,0.228571429,0.107142857,0.606060606,0.235967345,0.2,0.2857
2.045,0.457142857,0.214285714,0.545454545,0.470246698,0.2,0.2857
2.045,0.314285714,0.142857143,0.575757576,0.310992316,0.2,0.2857
2.045,0.257142857,0.142857143,0.606060606,0.270109427,0.2,0.2857
2.045,0.4,0.107142857,0.636363636,0.40375097,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.32997874,0.2,0.2857
2.045,0.314285714,0.142857143,0.575757576,0.323363485,0.2,0.2857
2.045,0.314285714,0.107142857,0.636363636,0.316731489,0.2,0.2857
2.045,0.314285714,0.071428571,0.666666667,0.331016646,0.2,0.2857
2.045,0.228571429,0.107142857,0.666666667,0.228037967,0.2,0.2857
2.045,0.228571429,0.071428571,0.666666667,0.231715279,0.2,0.2857
2.045,0.428571429,0.142857143,0.636363636,0.44665666,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.331234271,0.2,0.2857
2.045,0.228571429,0.107142857,0.666666667,0.22815515,0.2,0.2857
2.045,0.342857143,0.142857143,0.606060606,0.343033475,0.2,0.2857
2.045,0.285714286,0.142857143,0.606060606,0.292131446,0.2,0.2857
2.045,0.285714286,0.107142857,0.636363636,0.305088529,0.2,0.2857
2.045,0.342857143,0.178571429,0.575757576,0.341066476,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.320459022,0.2,0.2857
2.045,0.257142857,0.107142857,0.606060606,0.2610138,0.2,0.2857
2.045,0.2,0.107142857,0.636363636,0.213217118,0.2,0.2857
2.045,0.285714286,0.142857143,0.636363636,0.304067363,0.2,0.2857
2.045,0.314285714,0.142857143,0.575757576,0.314627777,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.311770746,0.2,0.2857
2.045,0.371428571,0.142857143,0.606060606,0.3712913,0.2,0.2857
2.045,0.371428571,0.142857143,0.636363636,0.367014123,0.2,0.2857
2.045,0.371428571,0.142857143,0.636363636,0.386968701,0.2,0.2857
2.045,0.342857143,0.142857143,0.575757576,0.341030205,0.2,0.2857
2.045,0.257142857,0.142857143,0.575757576,0.263647625,0.2,0.2857
2.045,0.2,0.071428571,0.666666667,0.205575117,0.2,0.2857
2.045,0.314285714,0.107142857,0.636363636,0.318545035,0.2,0.2857
2.045,0.228571429,0.107142857,0.636363636,0.241681408,0.2,0.2857
2.045,0.285714286,0.142857143,0.606060606,0.289665024,0.2,0.2857
2.045,0.285714286,0.107142857,0.636363636,0.282555927,0.2,0.2857
2.045,0.428571429,0.178571429,0.484848485,0.424523038,0.2,0.2857
2.045,0.228571429,0.107142857,0.575757576,0.241109443,0.2,0.2857
2.045,0.314285714,0.107142857,0.606060606,0.315023967,0.2,0.2857
2.045,0.342857143,0.142857143,0.606060606,0.338555414,0.2,0.2857
2.045,0.342857143,0.107142857,0.606060606,0.350538762,0.2,0.2857
2.045,0.285714286,0.142857143,0.575757576,0.302703019,0.2,0.2857
2.045,0.314285714,0.142857143,0.575757576,0.335265922,0.2,0.2857
2.045,0.314285714,0.142857143,0.575757576,0.336571674,0.2,0.2857
2.045,0.314285714,0.142857143,0.636363636,0.334551664,0.2,0.2857
2.045,0.285714286,0.142857143,0.606060606,0.303966921,0.2,0.2857
2.045,0.285714286,0.142857143,0.606060606,0.292745261,0.2,0.2857
2.045,0.371428571,0.142857143,0.575757576,0.394872968,0.2,0.2857
2.045,0.342857143,0.107142857,0.636363636,0.365825554,0.2,0.2857
2.045,0.314285714,0.142857143,0.545454545,0.315107669,0.2,0.2857
2.045,0.285714286,0.142857143,0.606060606,0.285647324,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.312077653,0.2,0.2857
2.045,0.257142857,0.142857143,0.666666667,0.277438939,0.2,0.2857
2.045,0.228571429,0.107142857,0.636363636,0.234044987,0.2,0.2857
2.045,0.257142857,0.107142857,0.606060606,0.260199099,0.2,0.2857
2.045,0.342857143,0.142857143,0.636363636,0.352215594,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.329800175,0.2,0.2857
2.045,0.285714286,0.142857143,0.636363636,0.296394672,0.2,0.2857
2.045,0.342857143,0.142857143,0.636363636,0.366564922,0.2,0.2857
2.045,0.285714286,0.142857143,0.606060606,0.290817323,0.2,0.2857
2.045,0.228571429,0.142857143,0.606060606,0.251929333,0.2,0.2857
2.045,0.285714286,0.142857143,0.575757576,0.29031232,0.2,0.2857
2.045,0.342857143,0.071428571,0.696969697,0.346867031,0.2,0.2857
2.045,0.257142857,0.107142857,0.606060606,0.276197358,0.2,0.2857
2.045,0.285714286,0.142857143,0.606060606,0.292628078,0.2,0.2857
2.045,0.342857143,0.142857143,0.606060606,0.356590423,0.2,0.2857
2.045,0.285714286,0.142857143,0.575757576,0.289826848,0.2,0.2857
2.045,0.314285714,0.142857143,0.636363636,0.331747644,0.2,0.2857
2.045,0.314285714,0.142857143,0.636363636,0.321083998,0.2,0.2857
2.045,0.257142857,0.107142857,0.636363636,0.258488787,0.2,0.2857
2.045,0.228571429,0.071428571,0.696969697,0.228333715,0.2,0.2857
2.045,0.171428571,0.107142857,0.606060606,0.184278516,0.2,0.2857
2.045,0.228571429,0.071428571,0.696969697,0.241873922,0.2,0.2857
2.045,0.4,0.178571429,0.636363636,0.421481862,0.2,0.2857
2.045,0.285714286,0.107142857,0.636363636,0.293049379,0.2,0.2857
2.045,0.228571429,0.071428571,0.696969697,0.243277327,0.2,0.2857
2.045,0.342857143,0.107142857,0.606060606,0.338452181,0.2,0.2857
2.045,0.257142857,0.107142857,0.636363636,0.266557668,0.2,0.2857
2.045,0.314285714,0.285714286,0.515151515,0.312431992,0.2,0.2857
2.045,0.314285714,0.178571429,0.575757576,0.314122774,0.2,0.2857
2.045,0.342857143,0.178571429,0.545454545,0.352890791,0.2,0.2857
2.045,0.4,0.142857143,0.606060606,0.407174385,0.2,0.2857
2.045,0.2,0.107142857,0.636363636,0.209375192,0.2,0.2857
2.045,0.314285714,0.142857143,0.575757576,0.313017907,0.2,0.2857
2.045,0.285714286,0.107142857,0.606060606,0.286071415,0.2,0.2857
2.045,0.285714286,0.107142857,0.636363636,0.304536095,0.2,0.2857
2.045,0.371428571,0.107142857,0.636363636,0.369882315,0.2,0.2857
2.045,0.428571429,0.142857143,0.636363636,0.428470986,0.2,0.2857
2.045,0.314285714,0.142857143,0.636363636,0.30994325,0.2,0.2857
2.045,0.257142857,0.071428571,0.696969697,0.257595964,0.2,0.2857
2.045,0.371428571,0.178571429,0.606060606,0.372817468,0.2,0.2857
2.045,0.285714286,0.142857143,0.575757576,0.300152896,0.2,0.2857
2.045,0.2,0.107142857,0.666666667,0.212726065,0.2,0.2857
2.045,0.314285714,0.142857143,0.636363636,0.317892158,0.2,0.2857
2.045,0.285714286,0.142857143,0.636363636,0.302111525,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.328140084,0.2,0.2857
2.045,0.285714286,0.142857143,0.606060606,0.300060824,0.2,0.2857
2.045,0.257142857,0.178571429,0.515151515,0.262553918,0.2,0.2857
2.045,0.342857143,0.142857143,0.545454545,0.341758413,0.2,0.2857
2.045,0.4,0.142857143,0.515151515,0.417062392,0.2,0.2857
2.045,0.285714286,0.142857143,0.515151515,0.289288365,0.2,0.2857
2.045,0.342857143,0.107142857,0.575757576,0.358217034,0.2,0.2857
2.045,0.257142857,0.107142857,0.636363636,0.261103082,0.2,0.2857
2.045,0.4,0.142857143,0.545454545,0.414118868,0.2,0.2857
2.045,0.285714286,0.178571429,0.545454545,0.304192917,0.2,0.2857
2.045,0.285714286,0.071428571,0.666666667,0.295256324,0.2,0.2857
2.045,0.342857143,0.107142857,0.545454545,0.349051655,0.2,0.2857
2.045,0.428571429,0.071428571,0.606060606,0.425125693,0.2,0.2857
2.045,0.285714286,0.107142857,0.575757576,0.300275659,0.2,0.2857
2.045,0.342857143,0.071428571,0.666666667,0.345469206,0.2,0.2857
2.045,0.285714286,0.071428571,0.545454545,0.308152025,0.2,0.2857
2.045,0.4,0.107142857,0.606060606,0.396042007,0.2,0.2857
2.045,0.371428571,0.071428571,0.606060606,0.391921075,0.2,0.2857
2.045,0.342857143,0.107142857,0.606060606,0.341476616,0.2,0.2857
2.045,0.314285714,0.142857143,0.515151515,0.337662591,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.314722639,0.2,0.2857
2.045,0.257142857,0.178571429,0.484848485,0.256284632,0.2,0.2857
2.045,0.314285714,0.107142857,0.575757576,0.328070332,0.2,0.2857
2.045,0.371428571,0.178571429,0.484848485,0.376648234,0.2,0.2857
2.045,0.371428571,0.107142857,0.575757576,0.381335551,0.2,0.2857
2.045,0.371428571,0.107142857,0.575757576,0.374803998,0.2,0.2857
2.045,0.342857143,0.142857143,0.545454545,0.347067916,0.2,0.2857
2.045,0.371428571,0.107142857,0.575757576,0.387071934,0.2,0.2857
2.045,0.314285714,0.142857143,0.515151515,0.325553689,0.2,0.2857
2.045,0.342857143,0.178571429,0.515151515,0.351462275,0.2,0.2857
2.045,0.285714286,0.142857143,0.575757576,0.308779791,0.2,0.2857
2.045,0.4,0.107142857,0.606060606,0.403081353,0.2,0.2857
2.045,0.342857143,0.142857143,0.545454545,0.339057626,0.2,0.2857
2.045,0.371428571,0.142857143,0.606060606,0.373925126,0.2,0.2857
2.045,0.342857143,0.142857143,0.606060606,0.355080996,0.2,0.2857
2.045,0.285714286,0.107142857,0.575757576,0.287212553,0.2,0.2857
2.045,0.314285714,0.107142857,0.606060606,0.323064947,0.2,0.2857
2.045,0.285714286,0.071428571,0.636363636,0.287469239,0.2,0.2857
2.045,0.342857143,0.107142857,0.606060606,0.363967367,0.2,0.2857
2.045,0.342857143,0.071428571,0.545454545,0.35486337,0.2,0.2857
2.045,0.314285714,0.142857143,0.515151515,0.329002215,0.2,0.2857
2.045,0.257142857,0.107142857,0.515151515,0.279006958,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.338097842,0.2,0.2857
2.045,0.4,0.142857143,0.545454545,0.412283002,0.2,0.2857
2.045,0.342857143,0.107142857,0.575757576,0.355142377,0.2,0.2857
2.045,0.285714286,0.107142857,0.545454545,0.303807887,0.2,0.2857
2.045,0.371428571,0.142857143,0.575757576,0.394912029,0.2,0.2857
2.045,0.342857143,0.107142857,0.606060606,0.340084372,0.2,0.2857
2.045,0.342857143,0.107142857,0.636363636,0.366640254,0.2,0.2857
2.045,0.342857143,0.107142857,0.606060606,0.347380404,0.2,0.2857
2.045,0.285714286,0.142857143,0.545454545,0.299246123,0.2,0.2857
2.045,0.4,0.142857143,0.606060606,0.403050662,0.2,0.2857
2.045,0.371428571,0.214285714,0.484848485,0.388985921,0.2,0.2857
2.045,0.342857143,0.142857143,0.575757576,0.351311612,0.2,0.2857
2.045,0.314285714,0.142857143,0.545454545,0.314926314,0.2,0.2857
2.045,0.342857143,0.107142857,0.545454545,0.360423979,0.2,0.2857
2.045,0.4,0.107142857,0.575757576,0.409275307,0.2,0.2857
2.045,0.314285714,0.142857143,0.606060606,0.334158264,0.2,0.2857
